-1.3929573,-1.4750164,-0.22891415,-0.27838977,-0.98446038,-1.0153271,0.94228466,0.49977303,0.8080879
0.52423895,-0.89090587,1.1830539,0.26380585,0.018779839,-0.50178864,-0.34579006,-0.27762227,0.67769817
0.14156941,-1.3736481,-0.39090365,-1.173982,-0.22309361,-0.85773306,1.4070938,-0.50344127,1.1188766
-0.30360115,0.37467399,0.79718716,-1.2809282,1.3812292,-0.91932658,0.22452986,-0.60821514,0.81685629
-1.5404912,1.5277166,-0.066528282,1.4169765,-1.1027572,-1.0604055,0.62441651,-0.44920453,0.39204624
-0.26233208,-0.50761792,-0.49878421,-0.096494649,-0.78838764,-0.25397568,1.0440727,1.4258847,0.68466708
-0.91130715,0.26396362,-1.4243733,-0.92637921,0.94933796,-0.30174623,0.53283129,-1.0062961,1.1944718
0.06098637,-0.47032791,1.5641479,0.049894855,0.32300254,0.52636426,0.33449104,0.79284683,0.30567455
1.1291363,-0.22524465,1.1228122,0.051390003,-0.061920042,1.5185688,-1.4732318,-0.66399767,0.42480737
-1.2491031,0.006478987,1.2101973,1.1172731,0.7625963,1.1741762,-0.53603509,-0.62279934,0.18185953
1.0232592,-1.5221022,-1.1905132,0.67548349,1.4569171,-0.34158238,0.9934458,-1.0647185,1.1753811
-0.80045628,-0.19531172,-1.3413735,-0.055506833,0.082629789,-1.5144774,0.65581856,-0.63693515,1.1375746
-0.14564944,0.30405161,1.563549,-0.20409381,1.4962228,-0.15501634,0.20146482,-0.85463039,0.60556355
-0.67633228,-0.33084805,0.51603103,1.0683092,-0.91722747,-0.9932555,1.0898217,-0.54844283,0.43279427
-0.62922721,0.56304012,-1.0539642,-0.56783359,-0.069002597,0.88921362,1.1161099,-0.068465649,0.80613979
-0.83700737,-1.0000175,-1.1810108,-0.41415422,1.4766865,1.0633165,0.53151066,-1.2616506,0.82605558
1.2729143,-0.16196509,0.96835314,0.78019292,-0.13094473,1.4347956,-0.21544815,-1.0526971,0.39030342
-0.17337654,0.93615224,-0.34298401,-0.36374604,-0.80396448,-0.79954032,-1.439022,1.42265,0.79498304
-0.9039239,0.54292591,-1.4179763,0.65737495,-1.2845812,1.5597688,-1.0294617,-0.76855608,0.59118136
0.061292313,-1.2596424,1.2870563,-0.039849648,1.0618404,-0.28515484,-0.83736748,0.56159078,0.74267051
0.35195816,0.57247004,-0.097233933,-0.019720672,-1.1814632,-0.97558137,-0.20053343,-1.2529441,0.52175658
-1.305689,1.2716462,-1.4901754,1.1916856,-1.3201376,-1.4436086,-1.0036799,0.64801249,1.3171804
-0.055490401,-1.3108462,0.4804115,1.1942562,0.041303699,-1.5160144,-1.4262841,-0.36024222,0.77171629
-0.7084089,0.78918255,-0.46212005,0.35622796,1.5627206,-0.1804726,0.78493795,0.77552088,1.0578673
0.2706327,0.62029755,-0.76210361,-1.1989039,-1.4791853,0.40535823,-0.51289126,0.89696961,0.35876145
-1.1880077,-0.48504274,0.93614139,1.3181173,0.37221734,-1.3488764,-0.13504455,0.9049884,0.90124706
0.76916692,1.3130499,1.1625949,0.53252809,0.7070237,1.0073598,-0.36443114,0.42965123,0.74193136
-0.59649813,1.3011329,1.4659713,1.4921982,1.4122014,-0.034240628,-0.32641435,1.4262754,0.47574274
-0.96893389,0.36017471,-0.3954524,0.14967781,0.17491176,-0.63802414,-1.5060832,-1.5629289,1.0275553
0.33207651,0.91347052,-0.85243017,1.3260639,-0.21788778,1.1282901,-0.15092282,-0.52850963,0.6119126
0.080548871,-0.73528355,-1.4481273,-0.24299214,-0.47773337,0.94680151,0.61075599,-0.37361061,0.80876888
0.44785774,-0.02744003,1.3102638,-0.89063365,0.96407779,-0.73024558,-1.2407261,-0.23056357,0.65865329
-0.4449982,0.73553874,0.54242556,-0.2649003,-0.65413577,0.49977284,-1.5673664,-0.31530973,0.79802894
-1.3854488,1.0162742,-0.22117361,0.0022291587,-0.42320789,0.82261508,1.3116354,0.53719028,0.56324011
-0.0020952739,-1.4969089,1.1797339,-0.15019585,1.0288648,1.5280691,-0.91433331,0.36365333,0.49189858
-0.14430909,0.11019693,1.366049,0.38457252,-1.0410987,0.99873101,0.88709729,0.75946245,0.31208744
1.0882946,0.44842502,-1.2725869,-1.1191392,1.0312659,0.8039336,1.3742138,-1.4137604,0.31190829
-1.393901,-1.4266283,0.52613846,-1.3124008,-1.2334182,-0.96058095,-1.0795563,0.75387965,0.73545358
-1.4188412,1.0786244,1.4954157,0.21869035,0.82957351,1.4987679,-1.3198611,1.1487605,0.57221133
